title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year
Z-O-M-B-I-E-S,False,"['Music', 'Fantasy', 'Comedy', 'Romance', 'Horror', 'TV Movie']",en,17.681,94,7.282,642,"['Milo Manheim', 'Meg Donnelly', 'Trevor Tordjman', 'Kylee Russell']",['Paul Hoen'],"['high school', 'cheerleader', 'musical', 'zombie']",2018
Impostor,False,"['Action', 'Science Fiction', 'Thriller']",en,17.676,102,6.1,393,"['Gary Sinise', 'Madeleine Stowe', 'Mekhi Phifer', ""Vincent D'Onofrio""]",['Gary Fleder'],"['future', 'android', 'cyborg', 'spy', 'nanotechnology', 'alien', 'psychological thriller', 'impostor', 'scientist', 'alien invasion', 'based on short story', 'manhunt', 'outer space']",2001
The Aftermath,False,"['War', 'Drama', 'Romance']",en,17.675,108,6.454,616,"['Keira Knightley', 'Alexander Skarsgård', 'Jason Clarke', 'Martin Compston']",['James Kent'],"['based on novel or book', 'post war germany', 'post world war ii', 'hamburg, germany', '1940s']",2019
Water for Elephants,False,"['Drama', 'Romance']",en,17.672,122,6.945,2422,"['Robert Pattinson', 'Reese Witherspoon', 'Christoph Waltz', 'Paul Schneider']",['Francis Lawrence'],"['based on novel or book', 'elephant', 'clown', 'great depression', 'elephant trainer', 'veterinary']",2011
Gosford Park,False,"['Drama', 'Mystery', 'Thriller']",en,17.672,137,6.847,1009,"['Maggie Smith', 'Michael Gambon', 'Kristin Scott Thomas', 'Camilla Rutherford']",['Robert Altman'],"['servant', 'butler', 'country estate', 'inspector', 'industrialist', 'money', 'murder', 'countess', 'maid', 'housekeeper', 'valet', 'shooting party', 'upstairs downstairs', '1930s']",2001
A-X-L,False,"['Science Fiction', 'Action', 'Adventure', 'Family']",en,17.671,98,6.29,1127,"['Alex Neustaedter', 'Becky G', 'Alex MacNicoll', 'Dominic Rains']",['Oliver Daly'],"['friendship', 'technology', 'friends', 'robot', 'robot dog']",2018
Evangelion: 3.0 You Can (Not) Redo,False,"['Animation', 'Science Fiction', 'Action', 'Drama']",ja,17.67,96,7.245,749,"['Megumi Ogata', 'Yuko Miyamura', 'Akira Ishida', 'Megumi Hayashibara']",['Mahiro Maeda'],"['depression', 'anime', 'father son conflict', 'time skip', 'homosexual subtext', 'post apocalypse', ""boys' love (bl)""]",2012
Blue Exorcist: The Movie,False,"['Animation', 'Fantasy', 'Mystery', 'Horror', 'Action']",ja,17.668,88,7.281,137,"['Jun Fukuyama', 'Kana Hanazawa', 'Kazuya Nakai', 'Koji Yusa']",['Atsushi Takahashi'],"['satan', 'demon', 'anime']",2012
A Royal Winter,False,"['TV Movie', 'Romance']",en,17.667,83,7.2,166,"['Merritt Patterson', 'Jack Donnelly', 'Samantha Bond', 'Rhea Bailey']",['Ernie Barbarash'],"['prince', 'europe']",2017
Æon Flux,False,"['Science Fiction', 'Action', 'Thriller']",en,17.664,93,5.6,2094,"['Charlize Theron', 'Marton Csokas', 'Jonny Lee Miller', 'Sophie Okonedo']",['Karyn Kusama'],"['martial arts', 'espionage', 'dystopia', 'surrealism', 'based on cartoon', 'shootout', 'infertility', 'cyberpunk', 'sabotage', 'one against many', 'woman director', 'hand to hand combat', 'human cloning']",2005
Asterix & Obelix Take on Caesar,False,"['Family', 'Adventure', 'Comedy', 'Fantasy']",fr,17.663,109,6.008,1778,"['Christian Clavier', 'Gérard Depardieu', 'Roberto Benigni', 'Michel Galabru']",['Claude Zidi'],"['rome, italy', 'roman empire', 'fight', 'resistance', 'sinti and romanies ', 'roman', 'fistfight', 'ancient rome', 'based on comic', '1st century']",1999
First Knight,False,"['Action', 'Adventure', 'Drama', 'Romance']",en,17.662,134,6.07,1116,"['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross']",['Jerry Zucker'],"['camelot', 'knight', 'king arthur', 'excalibur', 'knights of the round table', 'lancelot']",1995
Willow,False,"['Action', 'Adventure', 'Fantasy']",en,17.662,126,7.0,1807,"['Warwick Davis', 'Val Kilmer', 'Joanne Whalley', 'Jean Marsh']",['Ron Howard'],"['mission', 'hero', 'baby', 'monster', 'magic', 'prophecy', 'falsely accused', 'traitor', 'queen', 'animal attack', 'castle', ""sorcerer's apprentice"", 'black magic', 'sword and sorcery']",1988
Scooby-Doo! & Batman: The Brave and the Bold,False,"['Animation', 'Comedy', 'Action', 'Family', 'Science Fiction']",en,17.658,76,7.277,220,"['Frank Welker', 'Grey DeLisle', 'Matthew Lillard', 'Kate Micucci']",['Jake Castorena'],"['friendship', 'hero', 'based on comic', 'talking dog']",2018
The Secret: Dare to Dream,False,"['Drama', 'Romance']",en,17.656,107,7.308,551,"['Katie Holmes', 'Josh Lucas', ""Jerry O'Connell"", 'Celia Weston']",['Andy Tennant'],"['based on novel or book', 'love']",2020
The Dukes of Hazzard,False,"['Comedy', 'Adventure', 'Action']",en,17.656,104,5.525,1090,"['Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson', 'Willie Nelson']",['Jay Chandrasekhar'],"['farm', 'sheriff', 'bikini', 'redneck', 'moonshine']",2005
Agent Cody Banks,False,"['Action', 'Adventure', 'Comedy', 'Family']",en,17.654,102,5.476,1028,"['Frankie Muniz', 'Hilary Duff', 'Angie Harmon', 'Keith David']",['Harald Zwart'],"['high school', 'martial arts', 'cia', 'undercover agent', 'spy', 'killer robot', 'delinquent', 'nerd', 'secret agent', 'teen movie', 'villain arrested', 'teenage hero', 'teen spy']",2003
The Last Temptation of Christ,False,['Drama'],en,17.651,163,7.217,972,"['Willem Dafoe', 'Harvey Keitel', 'Paul Greco', 'Verna Bloom']",['Martin Scorsese'],"['christianity', 'traitor', 'roman', 'crucifixion', 'longing', 'moral conflict', 'spirituality', 'cross', 'temptation', 'mary magdalene']",1988
Ghost in the Shell: Arise - Border 2: Ghost Whispers,False,"['Action', 'Animation', 'Science Fiction', 'Thriller']",ja,17.65,50,7.145,125,"['Maaya Sakamoto', 'Ikkyu Juku', 'Kenichirou Matsuda', 'Tomoyuki Dan']",['Kazuchika Kise'],['cyberpunk'],2013
Frida,False,"['Drama', 'Romance']",en,17.648,123,7.421,1929,"['Salma Hayek Pinault', 'Alfred Molina', 'Mía Maestro', 'Patricia Reyes Spíndola']",['Julie Taymor'],"['mexico', ""love of one's life"", 'bisexuality', 'painter', 'surrealism', 'biography', 'disabled', 'lgbt', 'female artist', 'woman director', 'female painter', 'frida kahlo']",2002
Trigun: Badlands Rumble,False,"['Action', 'Animation', 'Science Fiction', 'Adventure']",ja,17.645,91,7.5,156,"['Masaya Onosaka', 'Satsuki Yukino', 'Hiromi Tsuru', 'Maaya Sakamoto']",['Satoshi Nishimura'],"['gunslinger', 'revenge', 'gunfight', 'duel', 'desert', 'preacher', 'pacifist', 'insurance agent', 'adult animation', 'gunman', 'donuts', 'statue', 'anime']",2011
Pride and Prejudice,False,"['Drama', 'Romance']",en,17.645,118,6.859,135,"['Greer Garson', 'Laurence Olivier', 'Mary Boland', 'Edna May Oliver']",['Robert Z. Leonard'],['based on novel or book'],1940
The Babysitter,False,"['Comedy', 'Horror']",en,17.644,85,6.129,3398,"['Judah Lewis', 'Samara Weaving', 'Robbie Amell', 'Hana Mae Lee']",['McG'],"['babysitter', 'bully', 'crush', 'corpse', 'satanic ritual', 'satanic cult', 'horror comedy', 'spin the bottle']",2017
The Animal Kingdom,False,"['Adventure', 'Drama', 'Science Fiction']",fr,17.643,130,7.4,205,"['Romain Duris', 'Paul Kircher', 'Adèle Exarchopoulos', 'Tom Mercier']",['Thomas Cailley'],"['human animal relationship', 'turns into animal', 'new student', 'hunted like animals', 'human becoming an animal', 'moving', 'animal transformation', 'violence against animals', 'making friends', 'friends to lovers', 'isolated society', 'father and son', 'sick wife', 'search for wife']",2023
Guntur Kaaram,False,"['Action', 'Drama']",te,17.642,159,6.2,4,"['Mahesh Babu', 'Ramya Krishnan', 'Prakash Raj', 'Jayaram']",['Trivikram Srinivas'],[],2024
Out of Sight,False,"['Romance', 'Comedy', 'Crime']",en,17.639,123,6.674,1164,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Don Cheadle']",['Steven Soderbergh'],"['bedroom', 'prison escape', 'heist', 'u.s. marshal', 'locked in trunk of car', 'elmore leonard', 'diamond theft', 'car trunk']",1998
Unhinged,False,"['Action', 'Thriller']",en,17.638,90,6.5,2087,"['Russell Crowe', 'Caren Pistorius', 'Gabriel Bateman', 'Jimmi Simpson']",['Derrick Borte'],"['psychopath', 'aggression', 'stalker', 'murder', 'arson', 'single mother', 'confrontation', 'divorced', 'threat', 'pickup truck', 'road rage', 'retribution', 'phone call', 'consequences', 'psychotic break', 'road thriller', 'murderous intentions', 'fired from a job', 'horrific crime', 'older sister younger brother', 'intense', 'unstoppable', 'terrorized', 'fight for life', 'edge-of-your-seat']",2020
The Frighteners,False,"['Horror', 'Comedy']",en,17.637,110,6.885,1420,"['Michael J. Fox', 'Trini Alvarado', 'Peter Dobson', 'John Astin']",['Peter Jackson'],"['daughter', 'small town', 'mother', 'sheriff', 'judge', 'funeral', 'widow', 'fbi', 'architect', 'supernatural', 'poltergeist', 'hell', 'con man', 'black humor', 'lovers', 'murder', 'scam', 'serial killer', 'grim reaper', 'reporter', 'doctor', 'car accident', 'investigator', 'widower', 'threat', 'psychotic', 'recluse', 'ghost', 'graveyard', 'multiple murder', 'army sergeant', 'haunted']",1996
Gentlemen Prefer Blondes,False,"['Comedy', 'Romance']",en,17.635,91,7.314,890,"['Jane Russell', 'Marilyn Monroe', 'Charles Coburn', 'Elliott Reid']",['Howard Hawks'],"['robbery', 'paris, france', 'diamond', 'parent child relationship', 'jewelry', 'revue girls', 'double wedding', 'musical', 'millionaire', 'showgirl', 'sea cruise', '1950s', 'dumb blonde']",1953
LEGO Star Wars Terrifying Tales,False,"['Animation', 'Family', 'Science Fiction', 'Comedy', 'TV Movie']",en,17.633,45,6.769,227,"['Jake Green', 'Raphael Alejandro', 'Dana Snyder', 'Tony Hale']",['Ken Cunningham'],[],2021
Freeheld,False,"['Romance', 'Drama']",en,17.63,103,7.28,623,"['Julianne Moore', 'Elliot Page', 'Steve Carell', 'Michael Shannon']",['Peter Sollett'],"['new jersey', 'equality', 'lesbian relationship', 'cancer', 'lesbian']",2015
The Vatican Tapes,False,"['Thriller', 'Horror']",en,17.628,91,5.288,715,"['Olivia Taylor Dudley', 'Michael Peña', 'Peter Andersson', 'Djimon Hounsou']",['Mark Neveldine'],"['exorcism', 'education', 'anti-christ', 'exorcist', 'wicked priest', 'young girls', 'government personal']",2015
Two Witches,False,['Horror'],en,17.627,95,6.13,81,"['Belle Adams', 'Jacob DeMonte-Finn', 'Tim Fox', 'Clint Glenn Hummel']",['Pierre Tsigaridis'],[],2023
The 15:17 to Paris,False,"['Drama', 'Thriller']",en,17.626,94,5.424,1538,"['Ray Corasani', 'Spencer Stone', 'Anthony Sadler', 'Alek Skarlatos']",['Clint Eastwood'],"['paris, france', 'based on novel or book', 'classroom', 'train', 'terrorism', 'terrorist group']",2018
Speak No Evil,False,"['Horror', 'Thriller', 'Drama']",da,17.618,97,6.616,532,"['Morten Burian', 'Sidsel Siem Koch', 'Fedja van Huêt', 'Karina Smulders']",['Christian Tafdrup'],"['friendship', 'husband wife relationship', 'countryside', 'denmark', 'italy', 'manipulation', 'restaurant', 'netherlands', 'babysitter', 'family vacation']",2022
Wall Street: Money Never Sleeps,False,"['Drama', 'Crime']",en,17.616,133,6.09,1433,"['Michael Douglas', 'Shia LaBeouf', 'Josh Brolin', 'Carey Mulligan']",['Oliver Stone'],['duringcreditsstinger'],2010
The Tree of Life,False,"['Drama', 'Fantasy']",en,17.61,139,6.743,2923,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken']",['Terrence Malick'],"['sibling relationship', 'red hair', 'parent child relationship', 'afterlife', 'philosophy', 'tree', 'sun', 'texas', 'telegram', 'meteor', 'coming of age', 'spirituality', 'space', 'dinosaur', 'childhood', '1950s', 'brother brother relationship']",2011
Two Weeks Notice,False,"['Comedy', 'Romance']",en,17.61,101,6.351,1940,"['Sandra Bullock', 'Hugh Grant', 'Dana Ivey', 'Robert Klein']",['Marc Lawrence'],"['new york city', 'romantic comedy', 'lawyer', 'billionaire', ""valentine's day"", 'environmental law']",2002
How to Be Single,False,"['Comedy', 'Romance']",en,17.608,110,6.252,3086,"['Dakota Johnson', 'Rebel Wilson', 'Leslie Mann', 'Damon Wayans Jr.']",['Christian Ditter'],"['new york city', 'based on novel or book', 'one-night stand', 'single']",2016
Don't Blame Karma!,False,"['Romance', 'Comedy']",es,17.606,85,6.965,173,"['Aislinn Derbez', 'Renata Notni', 'Carmen Madrid', 'Giuseppe Gamba']",['Elisa Miller'],[],2022
Rio Grande,False,['Western'],en,17.605,105,6.809,301,"['John Wayne', ""Maureen O'Hara"", 'Ben Johnson', 'Claude Jarman Jr.']",['John Ford'],"['texas', 'settler', 'apache nation', 'usa–mexico border', 'black and white', 'father son relationship']",1950
Gasoline Alley,False,"['Action', 'Thriller', 'Crime', 'Mystery']",en,17.602,97,5.2,108,"['Devon Sawa', 'Bruce Willis', 'Luke Wilson', 'Kat Foster']",['Edward Drake'],[],2022
Book of Dragons,False,"['Fantasy', 'Animation', 'Action', 'Comedy', 'Family']",en,17.602,18,6.625,160,"['Jay Baruchel', 'Craig Ferguson', 'America Ferrera', 'Christopher Mintz-Plasse']",['Steve Hickner'],"['viking', 'dragon']",2011
Three Wishes for Cinderella,False,"['Fantasy', 'Family', 'Romance']",cs,17.601,82,7.572,313,"['Libuše Šafránková', 'Pavel Trávníček', 'Carola Braunbock', 'Rolf Hoppe']",['Václav Vorlíček'],"['new love', 'fairy tale', 'prince', ""based on children's book"", 'hazelnut']",1973
Shane,False,"['Drama', 'Western']",en,17.601,118,7.417,549,"['Alan Ladd', 'Jean Arthur', 'Van Heflin', 'Brandon De Wilde']",['George Stevens'],"['friendship', 'showdown', 'based on novel or book', 'gun', 'harassment', 'settler', 'fistfight', 'little boy', 'gunfight', 'homesteader', 'intimidation', 'homestead', 'cattle ranch', 'gunfighter', 'cattleman', 'starting over', 'newcomer', 'adult child friendship', 'land rights']",1953
Django,False,"['Action', 'Western']",it,17.6,93,7.215,839,"['Franco Nero', 'José Bódalo', 'Loredana Nusciak', 'Ángel Álvarez']",['Sergio Corbucci'],"['hitman', 'coffin', 'lone wolf', 'stetson', 'spaghetti western', 'django']",1966
Midnight in the Switchgrass,False,"['Crime', 'Mystery', 'Thriller', 'Action']",en,17.597,99,5.996,377,"['Megan Fox', 'Bruce Willis', 'Emile Hirsch', 'Lukas Haas']",['Randall Emmett'],"['fbi', 'texas ranger', 'based on true story', 'serial killer', 'truck stop']",2021
Ninotchka,False,"['Comedy', 'Romance']",en,17.587,110,7.5,355,"['Greta Garbo', 'Melvyn Douglas', 'Ina Claire', 'Bela Lugosi']",['Ernst Lubitsch'],"['capitalist', 'paris, france', 'capitalism', 'white russian', 'communist', 'jewelry', 'satire', 'fur']",1939
Breakfast on Pluto,False,"['Drama', 'Comedy']",en,17.587,128,7.147,353,"['Cillian Murphy', 'Stephen Rea', 'Brendan Gleeson', 'Liam Neeson']",['Neil Jordan'],"['london, england', 'transvestism', 'transsexuality', 'loss of loved one', 'transvestite', '1970s', 'pregnancy', 'pastor', 'male homosexuality', 'ireland', 'lgbt']",2005
Gunpowder Milkshake,False,"['Action', 'Crime', 'Thriller']",en,17.586,114,6.366,903,"['Karen Gillan', 'Lena Headey', 'Chloe Coleman', 'Carla Gugino']",['Navot Papushado'],"['assassin', 'hitwoman', 'mother daughter estrangement']",2021
After,False,"['Mystery', 'Thriller']",en,17.584,90,5.5,157,"['Steven Strait', 'Karolina Wydra', 'Sandra Ellis Lafferty', 'Ric Reitz']",['Ryan Smith'],"['coma', 'crash', 'accepting death']",2012
Striptease,False,"['Comedy', 'Crime', 'Drama']",en,17.584,115,5.549,1010,"['Demi Moore', 'Burt Reynolds', 'Armand Assante', 'Ving Rhames']",['Andrew Bergman'],"['dance', 'police', 'blackmail', 'striptease', 'satire', 'strip club', 'trial', 'family', 'u.s. congress', 'mother daughter relationship', 'bar']",1996
"Faster, Pussycat! Kill! Kill!",False,"['Crime', 'Action', 'Thriller']",en,17.584,84,6.406,293,"['Tura Satana', 'Haji', 'Lori Williams', 'Sue Bernard']",['Russ Meyer'],"['sports car', 'kidnapping', 'go-go dancer', 'killing', 'eroticism', 'black and white']",1965
To Kill the Beast,False,"['Mystery', 'Fantasy', 'Thriller']",es,17.582,89,6.1,141,"['Tamara Rocca', 'Ana Brun', 'Julieth Micolta', 'João Miguel']",['Agustina San Martín'],"['small town', 'border', 'coming of age', 'mythological beast', 'missing person', 'lgbt', 'lesbian']",2021
Brazen,False,"['Thriller', 'Mystery', 'Drama']",en,17.579,94,4.876,343,"['Alyssa Milano', 'Sam Page', 'Malachi Weir', 'Emilie Ullerup']",['Monika Mitchell'],"['detective', 'investigation', 'sister', 'murder', 'neighbor', 'lawyer']",2022
10,False,"['Comedy', 'Romance']",en,17.578,122,5.6,221,"['Dudley Moore', 'Julie Andrews', 'Bo Derek', 'Robert Webber']",['Blake Edwards'],"['beach', 'mexico', 'midlife crisis', 'honeymoon', 'crisis', 'marriage', 'romance', 'love', 'songwriter']",1979
Jiu Jitsu,False,"['Action', 'Science Fiction', 'Fantasy']",en,17.577,102,4.9,571,"['Alain Moussi', 'Nicolas Cage', 'Tony Jaa', 'JuJu Chan']",['Dimitri Logothetis'],"['martial arts', 'based on comic', 'jiu-jitsu']",2020
Attraction 3,False,[],ru,17.572,0,0.0,0,"['Irina Starshenbaum', 'Rinal Mukhametov', 'Oleg Menshikov', 'Sergey Garmash']",['Fyodor Bondarchuk'],[],2024
One Piece 3D: Straw Hat Chase,False,"['Animation', 'Adventure']",ja,17.571,30,6.764,142,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi']",['Hiroyuki Satou'],"['anime', 'animation']",2011
The Ancestral,False,['Horror'],vi,17.57,101,6.339,56,"['Lam Thanh My', 'Ngô Quang Tuấn', 'Mai Cat Vi', 'Dieu Nhi']",['Le Van Kiet'],[],2022
Airplane II: The Sequel,False,['Comedy'],en,17.564,85,6.084,1010,"['Lloyd Bridges', 'Raymond Burr', 'Chuck Connors', 'Rip Torn']",['Ken Finkleman'],"['space marine', 'moon', 'space travel', 'coffee', 'sequel', 'spoof', 'bomb planting', 'aftercreditsstinger', 'anarchic comedy']",1982
The Three Musketeers,False,"['Adventure', 'Action']",en,17.558,94,5.4,72,"['Malachi Pullar-Latchman', 'Jake J. Meniani', 'Ben Freeman', 'David O’Mahony']",['Bill Thomas'],[],2023
Red Sun,False,['Western'],fr,17.557,114,6.924,224,"['Charles Bronson', 'Toshirō Mifune', 'Alain Delon', 'Ursula Andress']",['Terence Young'],"['samurai', 'katana sword', 'samurai sword', 'train robbery', 'far west', 'asian western']",1971
Loafer,False,"['Drama', 'Family', 'Action', 'Romance']",te,17.556,135,5.8,4,"['Varun Tej', 'Disha Patani', 'Revathi', 'Posani Krishna Murali']",['Puri Jagannadh'],[],2015
Dominion: Prequel to The Exorcist,False,['Horror'],en,17.551,117,5.4,339,"['Stellan Skarsgård', 'Gabriel Mann', 'Clara Bellar', 'Billy Crawford']",['Paul Schrader'],"['nazi', 'faith', 'africa', 'exorcism', 'satan', 'prequel', 'remake', 'priest', 'church', 'archaeologist', 'crisis of faith', 'archaeological dig']",2005
The Wages of Fear,False,"['Drama', 'Thriller', 'Adventure']",fr,17.551,148,8.029,842,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli']",['Henri-Georges Clouzot'],"['petrol', 'fire', 'life and death', 'unsociability', 'central and south america', 'venezuela', 'tanker', 'nitroglycerin', 'truck', 'oil', 'on the road', 'driver']",1953
Earwig and the Witch,False,"['Animation', 'Fantasy', 'Family']",ja,17.549,82,5.998,227,"['Kokoro Hirasawa', 'Shinobu Terajima', 'Gaku Hamada', 'Sherina Munaf']",['Goro Miyazaki'],"['witch', 'based on novel or book', 'magic', 'orphanage', 'anime']",2021
When Love Is Lust,False,"['Comedy', 'Drama']",it,17.548,93,4.861,18,"['Agostina Belli', 'Gianni Macchia', 'Françoise Prévost', 'Ewa Aulin']",['Vittorio De Sisti'],['sexploitation'],1973
